kettle_accuracy,kettle_precision,kettle_recall,kettle_f1,toaster_accuracy,toaster_precision,toaster_recall,toaster_f1,microwave_accuracy,microwave_precision,microwave_recall,microwave_f1,dishwasher_accuracy,dishwasher_precision,dishwasher_recall,dishwasher_f1,fridge_accuracy,fridge_precision,fridge_recall,fridge_f1,washing_machine_accuracy,washing_machine_precision,washing_machine_recall,washing_machine_f1,epoch,train_loss
0.9922299922299922,0.0,0.0,0.0,0.9984459984459985,0.0,0.0,0.0,0.9953379953379954,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5804195804195804,0.558282208588957,0.16279069767441862,0.2520775623268698,0.9440559440559441,0.0,0.0,0.0,1,0.19935527578088807
0.9922299922299922,0.0,0.0,0.0,0.9984459984459985,0.0,0.0,0.0,0.9953379953379954,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5936285936285937,0.5882352941176471,0.2146690518783542,0.3145478374836173,0.9440559440559441,0.0,0.0,0.0,2,0.16120993919809412
0.9922299922299922,0.0,0.0,0.0,0.9984459984459985,0.0,0.0,0.0,0.9953379953379954,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5843045843045843,0.573170731707317,0.16815742397137745,0.2600276625172891,0.9440559440559441,0.0,0.0,0.0,3,0.15267660482699827
0.9922299922299922,0.0,0.0,0.0,0.9984459984459985,0.0,0.0,0.0,0.9953379953379954,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5967365967365967,0.5684931506849316,0.29695885509839,0.3901292596944771,0.9471639471639471,1.0,0.05555555555555555,0.10526315789473684,4,0.14871482000402783
0.9922299922299922,0.0,0.0,0.0,0.9984459984459985,0.0,0.0,0.0,0.9953379953379954,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5944055944055944,0.5948717948717949,0.2075134168157424,0.3076923076923077,0.9549339549339549,0.5777777777777777,0.7222222222222222,0.6419753086419753,5,0.14432273980993662
0.9922299922299922,0.0,0.0,0.0,0.9984459984459985,0.0,0.0,0.0,0.9953379953379954,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.6060606060606061,0.6048387096774194,0.26833631484794274,0.37174721189591076,0.9595959595959596,0.8125,0.3611111111111111,0.5,6,0.143249012992619
0.9922299922299922,0.0,0.0,0.0,0.9984459984459985,0.0,0.0,0.0,0.9953379953379954,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5532245532245532,0.45918367346938777,0.16100178890876565,0.23841059602649006,0.940947940947941,0.3888888888888889,0.09722222222222222,0.15555555555555556,7,0.14119592452456492
0.9922299922299922,0.0,0.0,0.0,0.9984459984459985,0.0,0.0,0.0,0.9953379953379954,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5578865578865578,0.4937185929648241,0.7030411449016101,0.5800738007380074,0.9541569541569541,0.5607476635514018,0.8333333333333334,0.6703910614525139,8,0.13868208803375315
0.9922299922299922,0.0,0.0,0.0,0.9984459984459985,0.0,0.0,0.0,0.9953379953379954,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.49417249417249415,0.4583333333333333,0.9051878354203936,0.608538785327721,0.9456099456099456,1.0,0.027777777777777776,0.05405405405405406,9,0.13372458235262344
0.9922299922299922,0.0,0.0,0.0,0.9984459984459985,0.0,0.0,0.0,0.9953379953379954,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.6068376068376068,0.6188340807174888,0.24686940966010734,0.35294117647058826,0.9627039627039627,0.6132075471698113,0.9027777777777778,0.7303370786516854,10,0.13158243001432893
